Serial,Anio,FechaRegistro,Ciudad,Direccion,ValorTasado,MontoVenta,RatioVenta,TipoPropiedad,TipoResidencial,codigoNoUso,observaciones,observacionesOPM,ubicacion,,,,,
22120,2022,04/14/2023,Derby,9-11 SMITH ST,131810.00,145000.00,0.9090,Residential,Two Family,,,,POINT (-73.093027013 41.325821011),,,,,
22120,2022,04/10/2023,Wilton,5 WAKEFIELD RD,310660.00,405000.00,0.7670,Residential,Single Family,14 - Foreclosure,FORECLOSURE,,POINT (-73.43070598 41.15797998),,,,,
22120,2022,04/03/2023,Darien,50 HOLLY LANE,1059170.00,2245000.00,0.4717,Residential,Single Family,,,,POINT (-73.493149985 41.081435015),,,,,
22120,2022,03/23/2023,Stafford,26 QUINN ST,103950.00,48800.00,2.1301,Residential,Single Family,08 - Part Interest,,,POINT (-72.308084998 41.959387992),,,,,
22120,2022,02/03/2023,North Haven,16 NEWBURY CT,1.00,448955.00,0.0000,Residential,Condo,07 - Change in Property,NOT COMPLETE ON 10/01/22,,POINT (-72.8608944 41.388683),,,,,
22120,2022,01/27/2023,Montville,60 RAINBOW DR,102690.00,195000.00,0.5266,Residential,Single Family,,,,POINT (-72.140099757 41.436044369),,,,,
22120,2022,01/19/2023,Watertown,509 BUCKINGHAM ST,121400.00,215000.00,0.5647,Residential,Single Family,07 - Change in Property,,INTERIOR GUTTED PER MLS. NEED TO COMPLETE WORK.,POINT (-73.086503964 41.600302985),,,,,
2212,2022,10/12/2022,North Haven,240 BAYARD AVE,203260.00,418000.00,0.4862,Residential,Single Family,,,,POINT (-72.899895978 41.376216994),,,,,
221199,2022,09/27/2023,Southington,90 HIGHRIDGE RD,142510.00,30000.00,4.7503,Residential,Single Family,01 - Family,FAMILY SALE,,POINT (-72.847989031 41.61225298),,,,,
221199,2022,09/11/2023,Norwalk,19 INDIAN SPRING ROAD,1207930.00,2950000.00,0.4094,Residential,Single Family,,,,POINT (-73.439041028 41.072146986),,,,,
221199,2022,07/06/2023,Fairfield,91 WESTWOOD ROAD,588980.00,1275000.00,0.4619,Residential,Single Family,,,,POINT (-73.231226994 41.193994),,,,,
221199,2022,06/02/2023,Waterbury,827 ORONOKE RD UNIT 706,62208.00,192000.00,0.3240,Residential,Condo,,,,POINT (-73.063723963 41.525134999),,,,,
221198,2022,09/27/2023,Southington,1048-13 SOUTH MAIN ST,129180.00,270000.00,0.4784,Residential,Condo,,,,POINT (-72.895917004 41.579525001),,,,,
221198,2022,09/11/2023,Norwalk,2 OAK STREET,236100.00,590000.00,0.4001,Residential,Two Family,,,,POINT (-73.428731036 41.092243018),,,,,
221198,2022,07/05/2023,Fairfield,25 SEDAN TERRACE,345730.00,775000.00,0.4461,Residential,Single Family,07 - Change in Property,UPDATES & UPGRADES,,POINT (-73.220309985 41.192858001),,,,,
221198,2022,06/02/2023,Waterbury,76 LYDIA ST,91893.00,260000.00,0.3534,Residential,Single Family,,,,POINT (-73.017424006 41.549974015),,,,,
221197,2022,09/27/2023,Southington,2 HILLCREST DR,289300.00,590000.00,0.4903,Residential,Single Family,,,,POINT (-72.862597011 41.559545017),,,,,
221197,2022,09/11/2023,Norwalk,10 OLD WELL COURT,321880.00,700000.00,0.4598,Residential,Single Family,,,,POINT (-73.400485028 41.102626017),,,,,
221197,2022,07/05/2023,Fairfield,67 CRAIG COURT,821450.00,1750000.00,0.4694,Residential,Single Family,,,,POINT (-73.237425998 41.14288501),,,,,
221197,2022,06/02/2023,Waterbury,80 ORANGE ST,38158.00,80000.00,0.4769,Residential,Single Family,08 - Part Interest,,,POINT (-73.03181104 41.55654199),,,,,
221196,2022,09/26/2023,Southington,25 VERNONDALE CT,168960.00,300000.00,0.5632,Residential,Single Family,,,,POINT (-72.919780031 41.600337979),,,,,
221196,2022,09/11/2023,Norwalk,29 HIGH STREET UNIT O,168620.00,325000.00,0.5188,Residential,Condo,,,,POINT (-73.41201903 41.120360992),,,,,
221196,2022,07/05/2023,Fairfield,213 SOUTHPORT WOODS DRIVE,208040.00,438500.00,0.4744,Residential,Condo,,,,POINT (-73.290977978 41.141074016),,,,,
221196,2022,06/01/2023,Waterbury,24 BLUERIDGE DR UNIT L8,53420.00,160000.00,0.3338,Residential,Condo,,,,POINT (-73.030338005 41.591155981),,,,,
221195,2022,09/26/2023,Southington,82 BROOKVIEW PL,210340.00,435000.00,0.4835,Residential,Condo,,,,POINT (-72.89878898 41.562729008),,,,,
221195,2022,09/11/2023,Norwalk,1 1/2 INDIAN SPRING ROAD,1946790.00,3495000.00,0.5570,Residential,Single Family,,,,POINT (-73.439191987 41.068268009),,,,,
221195,2022,07/05/2023,Fairfield,114 GOULD AVENUE,367150.00,699000.00,0.5252,Residential,Single Family,,,,POINT (-73.262660975 41.134406003),,,,,
221195,2022,06/01/2023,Waterbury,CHARLES ST LOT,16233.00,16500.00,0.9838,Vacant Land,,,0436-1052-0117,,POINT (-73.044899385 41.540891325),,,,,
221194,2022,09/26/2023,Southington,40 HEATHER LN,290890.00,600000.00,0.4848,Residential,Single Family,,,,POINT (-72.859611964 41.606946984),,,,,
221194,2022,09/08/2023,Norwalk,14 BLUE MOUNTAIN ROAD,311060.00,581000.00,0.5353,Residential,Single Family,,,,POINT (-73.412135035 41.132102991),,,,,
221194,2022,07/05/2023,Fairfield,146 LAWRENCE ROAD,430500.00,1178150.00,0.3654,Residential,Single Family,07 - Change in Property,UPDATES,,POINT (-73.264796014 41.166177984),,,,,
221194,2022,06/01/2023,Waterbury,37 MATTHEWS ST,75330.00,219834.00,0.3426,Residential,Two Family,,,,POINT (-73.034864987 41.569728987),,,,,
221193,2022,09/25/2023,Southington,72 FOLEY DR,150600.00,310000.00,0.4858,Residential,Single Family,,,,POINT (-72.849944026 41.600920982),,,,,
221193,2022,09/08/2023,Norwalk,281 EAST AVENUE,338240.00,575000.00,0.5882,Residential,Single Family,,,,POINT (-73.404613032 41.099802992),,,,,
221193,2022,07/03/2023,Fairfield,317 STRATFIELD ROAD,381360.00,730000.00,0.5224,Residential,Single Family,,,,POINT (-73.223156982 41.191278012),,,,,
221193,2022,06/01/2023,Waterbury,100 MEDIA AVE,126095.00,290000.00,0.4348,Residential,Single Family,,,,POINT (-73.073019997 41.57520501),,,,,
221192,2022,09/25/2023,Southington,10C THE MEADOWS,47520.00,131000.00,0.3627,Residential,Condo,,,,POINT (-72.883797024 41.637345004),,,,,
221192,2022,09/08/2023,Norwalk,11 HIGHWOOD AVENUE,173690.00,425000.00,0.4086,Residential,Single Family,,,,POINT (-73.426263991 41.113439007),,,,,
221192,2022,07/03/2023,Fairfield,184 ALVIN STREET,448070.00,860000.00,0.5210,Residential,Single Family,,,,POINT (-73.234432988 41.182299988),,,,,
221192,2022,06/01/2023,Waterbury,166 MONROE AVE,74335.00,90000.00,0.8259,Residential,Single Family,01 - Family,,,POINT (-73.012264023 41.553460006),,,,,
221191,2022,09/25/2023,Southington,13A THE MEADOWS,53690.00,111000.00,0.4836,Residential,Condo,,,,POINT (-72.883354625 41.637573933),,,,,
221191,2022,09/08/2023,Norwalk,12 GLASSER ST,208810.00,400000.00,0.5220,Residential,Single Family,,,,POINT (-73.430052024 41.091007987),,,,,
221191,2022,07/03/2023,Fairfield,2560 CONGRESS STREET,419020.00,890000.00,0.4708,Residential,Single Family,,,,POINT (-73.279960972 41.193715009),,,,,
221191,2022,06/01/2023,Waterbury,709 WASHINGTON AVE EXT,101880.00,270000.00,0.3773,Residential,Single Family,,,,POINT (-73.055325967 41.541598985),,,,,
221190,2022,09/25/2023,Southington,35 MEANDER LN,182610.00,400000.00,0.4565,Residential,Single Family,,,,POINT (-72.881499963 41.616107985),,,,,
221190,2022,09/08/2023,Norwalk,4 UNION AVENUE UNIT 29,129220.00,300000.00,0.4307,Residential,Condo,,,,POINT (-73.415629032 41.124250992), SAME DAY,,POINT (-72.899791958 41.393277017),,,,
221190,2022,07/03/2023,Fairfield,70 SOUTHFIELD ROAD,390320.00,1100000.00,0.3548,Residential,Single Family,07 - Change in Property,UPDATES & UPGRADES,,POINT (-73.269454005 41.137781982),,,,,
221190,2022,05/31/2023,Waterbury,116 HIGHLAWN ST,102165.00,350000.00,0.2919,Residential,Single Family,,,,POINT (-73.008349004 41.559871995),,,,,
22119,2022,09/22/2023,Lebanon,25 LOUISE RD,78880.00,235000.00,0.3356,Residential,Single Family,,,,POINT (-72.321073009 41.62074301),,,,,
22119,2022,08/15/2023,Beacon Falls,339 RIMMON HILL ROAD,322790.00,549000.00,0.5879,Residential,Single Family,07 - Change in Property,LOT SPLIT,,POINT (-73.083706001 41.417494012),,,,,
22119,2022,08/01/2023,Haddam,43 OAK RIDGE DR,178770.00,490000.00,0.3648,Residential,Single Family,,,,POINT (-72.523606025 41.478944007),,,,,
22119,2022,07/13/2023,Orange,847 BROOKSIDE DR,212300.00,540000.00,0.3931,Residential,Single Family,07 - Change in Property,REMODELED AFTER ASSESSMENT DATE,,POINT (-73.054487022 41.294946983),,,,,
22119,2022,07/10/2023,Burlington,67 SAW MILL RD,250.00,125000.00,0.0020,Vacant Land,,28 - Use Assessment,USE ASSESSMENT PRIOR,,POINT (-72.988774232 41.759615238),,,,,
22119,2022,05/04/2023,Thompson,0 BRANDY HILL RD,3600.00,425000.00,0.0084,Vacant Land,,24 - Plottage,,,POINT (-71.826202072 41.964434855),,,,,
22119,2022,04/17/2023,Monroe,225 PASTORS WALK,215900.00,405000.00,0.5330,Residential,Single Family,,,,POINT (-73.274767964 41.347693001),,,,,
22119,2022,04/13/2023,Derby,191 HAWKINS ST,119700.00,280000.00,0.4275,Residential,Two Family,,,,POINT (-73.090858028 41.329351008),,,,,
22119,2022,04/12/2023,Tolland,53 ROBIN CIRCLE,148400.00,335000.00,0.4429,Residential,Single Family,,,,POINT (-72.390278025 41.873981008),,,,,
22119,2022,04/10/2023,Wilton,177 WESTPORT RD,881860.00,1612000.00,0.5470,Residential,Single Family,,,,POINT (-73.401128833 41.178095599),,,,,
22119,2022,04/03/2023,Darien,121 WEST AVE,1077510.00,1550000.00,0.6951,Residential,Single Family,,,,POINT (-73.480545028 41.076387014),,,,,
22119,2022,03/20/2023,Stafford,1 WESTFORD LN,115220.00,270000.00,0.4267,Residential,Single Family,,,,POINT (-72.284378959 41.950902019),,,,,
22119,2022,02/02/2023,North Haven,60 DEVINE ST,3750.00,5100000.00,0.0007,Commercial,,25 - Other,PURCHASED WITH 50 DEVINE ST,,POINT (-72.877594161 41.377802678),,,,,
22119,2022,01/27/2023,Montville,23 HALE HAVEN CT,119630.00,209900.00,0.5699,Residential,Single Family,,,,POINT (-72.095355984 41.446837001),,,,,
22119,2022,01/19/2023,Watertown,41 BAMFORD AVE,118300.00,235000.00,0.5034,Residential,Two Family,,,,POINT (-73.088058975 41.582289018),,,,,
221189,2022,09/25/2023,Southington,261 NORTH RIDGE CT,448450.00,856000.00,0.5238,Residential,Single Family,,,,POINT (-72.907096032 41.630716008),,,,,
221189,2022,09/08/2023,Norwalk,10 ANN STREET UNIT 104,180120.00,337500.00,0.5336,Residential,Condo,,,,POINT (-73.41899797 41.101057008),,,,,
221189,2022,07/03/2023,Fairfield,75 SOUNDVIEW AVENUE,205100.00,490000.00,0.4185,Residential,Single Family,07 - Change in Property,UPDATES & UPGRADES,,POINT (-73.231347023 41.17582501),,,,,
221189,2022,05/31/2023,Waterbury,183 CHESTNUT AVE,47893.00,265000.00,0.1807,Residential,Three Family,,,NO MLS,POINT (-73.049917963 41.564722979),,,,,
221188,2022,09/22/2023,Southington,7 DEEPWOOD DR,67360.00,168000.00,0.4009,Residential,Condo,,,,POINT (-72.858646034 41.600920019),,,,,
221188,2022,09/08/2023,Norwalk,105 RICHARDS AVENUE APT 1310,196200.00,385000.00,0.5096,Residential,Condo,,,,POINT (-73.452328021 41.096509994),,,,,
221188,2022,07/03/2023,Fairfield,624 CENTER STREET,263270.00,588000.00,0.4477,Residential,Single Family,07 - Change in Property,UPDATES & UPGRADES,,POINT (-73.292302989 41.137615014),,,,,
221188,2022,05/31/2023,Waterbury,11 TUDOR ST,76010.00,280000.00,0.2715,Residential,Two Family,,,GOOD SALE PER MLS,POINT (-73.027837012 41.566865017),,,,,
221187,2022,09/22/2023,Southington,43 BRIAR LN,158980.00,305000.00,0.5212,Residential,Single Family,,,,POINT (-72.859994011 41.598085007),,,,,
"221187,2022,09/07/2023,Norwalk,""71 AIKEN STREET 5/9, 2/9 UNIT"",251040.00,475000.00,0.5285,Residential,Condo,25 - Other,MULTI PARCEL SALE,,POINT (-73.420586006 41.136429981)",,,,,
221187,2022,06/30/2023,Fairfield,826 OLDFIELD ROAD,438760.00,805000.00,0.5450,Residential,Two Family,,,,POINT (-73.26482996 41.133850995),,,,,
"221187,2022,05/31/2023,Waterbury,11 TUDOR ST,76010.00,214000.00,0.3552,Residential,Two Family,25 - Other,,""BELOW MARKET - RESOLD SAME DAY $280,000 - SEE #221188"",POINT (-73.027837012 41.566865017)", CO-OP,,POINT (-72.906331743 41.37879858),,,,
221186,2022,09/22/2023,Southington,315 COPPER RDG,451690.00,1200000.00,0.3764,Residential,Single Family,,,,POINT (-72.841539994 41.577759018),,,,,
221186,2022,09/07/2023,Norwalk,12 LUBRANO PLACE,340840.00,1200000.00,0.2840,Commercial,,03 - Inter Corporation,,,POINT (-73.421533999 41.091413),,,,,
221186,2022,06/30/2023,Fairfield,323 REEF ROAD  UNIT 1,682150.00,1399100.00,0.4875,Residential,Condo,07 - Change in Property,BUILDING PERMIT WORK,,POINT (-73.254839153 41.137222003),,,,,
221186,2022,05/31/2023,Waterbury,585 PARK RD UNIT 8-11,62438.00,155000.00,0.4028,Residential,Condo,,,,POINT (-73.085198986 41.553375014),,,,,
221185,2022,09/21/2023,Southington,39 MARK DR #20B,159880.00,269000.00,0.5943,Residential,Condo,,,,POINT (-72.886296004 41.586970981),,,,,
221185,2022,09/06/2023,Norwalk,68 ROWAYTON WOODS DRIVE UNIT 1,229160.00,450000.00,0.5092,Residential,Condo,,,,POINT (-73.436144997 41.080534002),,,,,
221185,2022,06/30/2023,Fairfield,4 BLOOMFIELD DRIVE,194460.00,229900.00,0.8458,Residential,Single Family,25 - Other,POSSIBLE DURESS,,POINT (-73.237625991 41.183264996),,,,,
221185,2022,05/31/2023,Waterbury,25 BRIDLE SPUR DR,101775.00,160000.00,0.6360,Residential,Single Family,25 - Other,PRIVATE SALE,,POINT (-73.067551978 41.569231982),,,,,
221184,2022,09/21/2023,Southington,20 NOVEMBER LN,239780.00,420000.00,0.5709,Residential,Single Family,,,,POINT (-72.910760014 41.595577016),,,,,
221184,2022,09/07/2023,Norwalk,5 HILLS LANE,252800.00,531000.00,0.4761,Residential,Condo,17 - Two Towns,,,POINT (-73.381512461 41.131636954),,,,,
221184,2022,06/30/2023,Fairfield,115 FOREST AVENUE,548800.00,1065000.00,0.5153,Residential,Condo,,,,POINT (-73.250468994 41.132519991),,,,,
221184,2022,05/31/2023,Waterbury,415 BUNKER HILL AVE,113875.00,274000.00,0.4156,Residential,Single Family,,,,POINT (-73.069523989 41.571536),,,,,
221183,2022,09/21/2023,Southington,5 VILLAGE RD,108200.00,305000.00,0.3547,Residential,Condo,,,,POINT (-72.861139985 41.602123995),,,,,
221183,2022,09/07/2023,Norwalk,22 STRATHMORE LN UNIT 22,240250.00,474950.00,0.5058,Residential,Condo,,,,POINT (-73.383373038 41.125340011),,,,,
221183,2022,06/30/2023,Fairfield,801 SOUTH PINE CREEK ROAD,415590.00,780000.00,0.5328,Residential,Single Family,,,,POINT (-73.267313015 41.129585989),,,,,
221183,2022,05/31/2023,Waterbury,319 WINDY DR,104423.00,220000.00,0.4746,Residential,Single Family,25 - Other,ESTATE SALE,,POINT (-72.994191969 41.563298014),,,,,
221182,2022,09/20/2023,Southington,216 OLD TURNPIKE RD,130650.00,300000.00,0.4355,Residential,Single Family,,,,POINT (-72.881700039 41.588878996),,,,,
221182,2022,09/07/2023,Norwalk,10 LOWER ROCKS LN UNIT A,350490.00,680000.00,0.5154,Residential,Condo,,,,POINT (-73.420078984 41.131235003),,,,,
221182,2022,06/29/2023,Fairfield,37 SHALIMAR ROAD,329630.00,767000.00,0.4297,Residential,Single Family,07 - Change in Property,UPDATES & UPGRADES,,POINT (-73.247525018 41.177279018),,,,,
221182,2022,05/30/2023,Waterbury,84 CLEMATIS AVE,108778.00,199900.00,0.5441,Residential,Single Family,14 - Foreclosure,,,POINT (-73.082542006 41.584287012),,,,,
221181,2022,09/20/2023,Southington,78 POND VIEW DR,143570.00,349900.00,0.4103,Residential,Single Family,,,,POINT (-72.872044003 41.584072016),,,,,
221181,2022,09/07/2023,Norwalk,9 ROWAYTON WOODS DRIVE,174390.00,350000.00,0.4982,Residential,Condo,,,,POINT (-73.436144997 41.080534002),,,,,
221181,2022,06/29/2023,Fairfield,114 ROSEDALE STREET,345870.00,675000.00,0.5124,Residential,Single Family,07 - Change in Property,PERMIT WORK,,POINT (-73.243434985 41.169663012),,,,,
221181,2022,05/30/2023,Waterbury,389 CHIPMAN ST,97653.00,285000.00,0.3426,Residential,Single Family,,,,POINT (-73.061598983 41.540718005),,,,,
221180,2022,09/20/2023,Southington,79 LEPAGE DR,244700.00,425000.00,0.5757,Residential,Single Family,,,,POINT (-72.860911997 41.594324006),,,,,
221180,2022,09/06/2023,Norwalk,41 COMMERCE STREET,427920.00,178500.00,2.3973,Industrial,,08 - Part Interest,,,POINT (-73.411024014 41.115713018),,,,,
221180,2022,06/29/2023,Fairfield,95 DORKING DRIVE,442260.00,950000.00,0.4655,Residential,Single Family,07 - Change in Property,UPDATES & UPGRADES,,POINT (-73.254804031 41.150467992),,,,,
221180,2022,05/30/2023,Waterbury,84 WEDGEWOOD DR,186993.00,456000.00,0.4100,Residential,Four Family,,,,POINT (-72.972227024 41.552635018),,,,,
22118,2022,09/22/2023,Lebanon,104 MEADOW RIDGE DR,258570.00,577000.00,0.4481,Residential,Single Family,,,,POINT (-72.286638977 41.631669994),,,,,
22118,2022,08/11/2023,Beacon Falls,93 FIELDSTONE LANE,401690.00,734900.00,0.5465,Residential,Condo,,,,POINT (-73.038630847 41.426300753),,,,,
22118,2022,07/31/2023,Haddam,31 EAST SHORE DRIVE,140500.00,289000.00,0.4861,Residential,Single Family,,,,POINT (-72.56703803 41.419733992),,,,,
22118,2022,07/13/2023,Orange,406 SYCAMORE LA,209000.00,430000.00,0.4860,Residential,Single Family,,,,POINT (-73.040692002 41.267044005),,,,,
22118,2022,07/10/2023,Burlington,9 ROCK ST & MBLU 1/12/39/1,108780.00,270000.00,0.4029,Residential,Single Family,25 - Other,ONE PARCEL W HOUSE,,,,,
22118,2022,05/04/2023,Thompson,546 BRANDY HILL RD,165700.00,425000.00,0.3898,Residential,Single Family,24 - Plottage,,,POINT (-71.820464009 41.948156996),,,,,
22118,2022,04/13/2023,Monroe,49 NELSON BROOK RD,396400.00,619000.00,0.6403,Residential,Single Family,,,,POINT (-73.184179959 41.338489),,,,,
22118,2022,04/12/2023,Derby,131 HIGH ST,146650.00,190000.00,0.7718,Residential,Single Family,,,,POINT (-73.075347987 41.31850801),,,,,
22118,2022,04/11/2023,Tolland,355 BUFF CAP RD,505.00,73500.00,0.0069,Vacant Land,,28 - Use Assessment,PA 490,,POINT (-72.330368325 41.904628163),,,,,
22118,2022,04/04/2023,Wilton,150 THAYER POND RD,480410.00,901000.00,0.5331,Residential,Single Family,,,,POINT (-73.46818499 41.178235016),,,,,
22118,2022,03/28/2023,Darien,146 LEROY AVE,523810.00,1100000.00,0.4761,Residential,Single Family,,,,POINT (-73.47519796 41.082879007),,,,,
22118,2022,03/16/2023,Stafford,8 SOUTH RD,1776460.00,5000.00,355.2920,Commercial,,08 - Part Interest,CAMPSITE,,POINT (-72.24138701 41.967390991),,,,,
22118,2022,02/02/2023,North Haven,50 DEVINE ST,1487310.00,5100000.00,0.2916,Commercial,,25 - Other,PURCHASED WITH 60 DEVINE ST,,POINT (-72.877116982 41.378198979),,,,,
22118,2022,01/26/2023,Montville,94 LATHROP RD,93730.00,105000.00,0.8926,Residential,Single Family,17 - Two Towns,PROPERTY IN TWO TOWNS,,POINT (-72.106020028 41.427416006),,,,,
22118,2022,01/12/2023,Watertown,73 CHIMNEY RD,137200.00,285000.00,0.4814,Residential,Single Family,,,,POINT (-73.097967977 41.627715999),,,,,
221179,2022,09/20/2023,Southington,9 OAK RD (TP),69450.00,175000.00,0.3968,Residential,Single Family,,,,POINT (-72.883225965 41.638320993),,,,,
221179,2022,09/06/2023,Norwalk,71 AIKEN STREET UNIT B1,215880.00,465000.00,0.4642,Residential,Condo,,,,POINT (-73.420586006 41.136429981),,,,,
221179,2022,06/29/2023,Fairfield,113 SOUTHPORT WOODS DRIVE,236390.00,475000.00,0.4976,Residential,Condo,,,,POINT (-73.291047967 41.140473998),,,,,
221179,2022,05/30/2023,Waterbury,561 SYLVAN AVE,79388.00,135000.00,0.5880,Residential,Single Family,25 - Other,PRIVATE SALE,,POINT (-73.022376035 41.534479019),,,,,
221178,2022,09/20/2023,Southington,112 KATHRYN LN,274060.00,638000.00,0.4295,Residential,Single Family,,,,POINT (-72.913630983 41.586817005),,,,,
221178,2022,09/06/2023,Norwalk,57 PLATTSVILLE AVENUE UNIT C,152930.00,420000.00,0.3641,Residential,Condo,,,,POINT (-73.427331007 41.130377995),,,,,
221178,2022,06/29/2023,Fairfield,112 MELVILLE AVENUE,225960.00,400000.00,0.5649,Residential,Single Family,,,,POINT (-73.224648038 41.18098998),,,,,
221178,2022,05/30/2023,Waterbury,168 MULLOY RD UNIT 7,43768.00,122500.00,0.3572,Residential,Condo,,,,POINT (-72.984306017 41.544589983),,,,,
221177,2022,09/19/2023,Southington,273-5B QUEEN ST,62240.00,135300.00,0.4600,Residential,Condo,,,,POINT (-72.873355346 41.616577808),,,,,
221177,2022,09/05/2023,Norwalk,1 VAN ZANT STREET,419910.00,950000.00,0.4420,Industrial,,,,,POINT (-73.410459996 41.100989995),,,,,
221177,2022,06/28/2023,Fairfield,70 MONTAUK STREET,156100.00,395000.00,0.3951,Residential,Condo,07 - Change in Property,UPDATED & UPGRADES,,POINT (-73.236052037 41.19540698),,,,,
221177,2022,05/30/2023,Waterbury,521 CHASE AVE,53870.00,220000.00,0.2448,Residential,Single Family,,,,POINT (-73.04001399 41.584025999),,,,,
221176,2022,09/19/2023,Southington,273-10B QUEEN ST,62830.00,124000.00,0.5066,Residential,Condo,,,,POINT (-72.873520293 41.616590238),,,,,
221176,2022,09/05/2023,Norwalk,10 LEDGEWOOD COURT,293120.00,620000.00,0.4727,Residential,Single Family,,,,POINT (-73.447270968 41.126117013),,,,,
221176,2022,06/28/2023,Fairfield,75 RIDGEVIEW AVENUE,437570.00,970000.00,0.4511,Residential,Single Family,,,,POINT (-73.24003101 41.196469009),,,,,
221176,2022,05/25/2023,Waterbury,24 NORRIS ST,117570.00,305000.00,0.3854,Residential,Single Family,,,,POINT (-72.983920031 41.551485984),,,,,
221175,2022,09/19/2023,Southington,17 WHIPPOORWILL RD,84290.00,220000.00,0.3831,Residential,Single Family,,,,POINT (-72.871388035 41.61260502),,,,,
221175,2022,09/05/2023,Norwalk,12 RICHMOND ROAD,972710.00,2315000.00,0.4201,Residential,Single Family,,,,POINT (-73.443065013 41.060484993),,,,,
221175,2022,06/28/2023,Fairfield,150 CROSBY STREET,344120.00,625000.00,0.5505,Residential,Condo,,,,POINT (-73.253608017 41.224922008),,,,,
221175,2022,05/25/2023,Waterbury,LOT 1B SHIRLEY ST,31953.00,69900.00,0.4571,Commercial,,,COMM VAC LAND (0291-0620-0391,,POINT (-73.059646433 41.553130128),,,,,
221174,2022,09/19/2023,Southington,11 HULL DR,102560.00,275000.00,0.3729,Residential,Single Family,,,,POINT (-72.904028004 41.584028011),,,,,
221174,2022,09/05/2023,Norwalk,39 WEATHERBELL DRIVE,520570.00,1300000.00,0.4004,Residential,Single Family,,,,POINT (-73.388507037 41.168440008),,,,,
221174,2022,06/28/2023,Fairfield,81 COVENTRY LANE,631960.00,1900000.00,0.3326,Residential,Single Family,07 - Change in Property,PERMIT WORK,,POINT (-73.317642991 41.19653598),,,,,
221174,2022,05/25/2023,Waterbury,38 GREEN ST,165998.00,470000.00,0.3531,Residential,Three Family,,,,POINT (-73.046297987 41.546653985),,,,,
221173,2022,09/18/2023,Southington,253-3P WEST ST,86520.00,107500.00,0.8048,Residential,Condo,08 - Part Interest,SALE OF A PART INTEREST,,POINT (-72.897283003 41.595091997),,,,,
221173,2022,09/05/2023,Norwalk,4 CRANBURY WOODS ROAD,341180.00,715000.00,0.4771,Residential,Single Family,,,,POINT (-73.394496997 41.155520017),,,,,
221173,2022,06/28/2023,Fairfield,253 BIRCH ROAD,773500.00,2150000.00,0.3597,Residential,Single Family,07 - Change in Property,UPDATES & UPGRADES,,POINT (-73.244336039 41.137708012),,,,,
221173,2022,05/25/2023,Waterbury,50 HOPKINS ST,101728.00,660000.00,0.1541,Apartments,,,,NO MLS,POINT (-73.038806996 41.563701016),,,,,
221172,2022,09/18/2023,Southington,253-3P WEST ST,86520.00,107500.00,0.8048,Residential,Condo,08 - Part Interest,SALE OF A PART INTEREST,,POINT (-72.897283003 41.595091997),,,,,
221172,2022,09/05/2023,Norwalk,107 FOXBORO DR UNIT 107,348920.00,610000.00,0.5720,Residential,Condo,,,,POINT (-73.416008983 41.158970008),,,,,
221172,2022,06/27/2023,Fairfield,131 SIGWIN DRIVE,354900.00,710000.00,0.4998,Residential,Single Family,07 - Change in Property,UPDATES & UPGRADES,,POINT (-73.246605021 41.168348981),,,,,
221172,2022,05/25/2023,Waterbury,126 CONCORD ST,117473.00,365000.00,0.3218,Residential,Single Family,,,,POINT (-73.043806969 41.577069984),,,,,
221171,2022,09/18/2023,Southington,56 BROOKVIEW PL,142000.00,296665.00,0.4786,Residential,Condo,,,,POINT (-72.899303964 41.562829004),,,,,
221171,2022,09/05/2023,Norwalk,19 BURWELL STREET,400750.00,685000.00,0.5850,Residential,Single Family,,,,POINT (-73.413262988 41.083209003),,,,,
221171,2022,06/27/2023,Fairfield,59 MONA TERRACE,987490.00,1415000.00,0.6978,Residential,Single Family,,,,POINT (-73.260851993 41.132951994),,,,,
221171,2022,05/25/2023,Waterbury,38-40 BEACON ST,69528.00,405000.00,0.1717,Residential,Three Family,07 - Change in Property,,TOTAL RENOVATION PER MLS,POINT (-73.035541993 41.563876994),,,,,
221170,2022,09/18/2023,Southington,28 HOMESDALE AV,106150.00,260000.00,0.4082,Residential,Single Family,,,,POINT (-72.86448998 41.593997991),,,,,
221170,2022,09/05/2023,Norwalk,46 SILVERMINE AVENUE,230400.00,315000.00,0.7314,Residential,Single Family,25 - Other,DISTRESS,,POINT (-73.432923999 41.130230013),,,,,
221170,2022,06/27/2023,Fairfield,135 CREST TERRACE,374710.00,800000.00,0.4683,Residential,Single Family,,,,POINT (-73.237634959 41.207214986),,,,,
221170,2022,05/26/2023,Waterbury,105 HAWTHORNE AVE,129498.00,400000.00,0.3237,Residential,Two Family,,,,POINT (-73.04947104 41.535454002),,,,,
22117,2022,09/22/2023,Lebanon,192 GEER RD,126090.00,300000.00,0.4203,Residential,Single Family,,,,POINT (-72.242847975 41.580152009),,,,,
22117,2022,08/10/2023,Beacon Falls,455 RIMMON HILL ROAD,203450.00,233000.00,0.8731,Residential,Two Family,,,,POINT (-73.083919991 41.412424008),,,,,
22117,2022,07/31/2023,Haddam,24 ROCK LANDING RD,178070.00,290000.00,0.6140,Residential,Single Family,,,,POINT (-72.51402903 41.513963012),,,,,
22117,2022,07/12/2023,Orange,967 DERBY MILFORD RD,198400.00,475000.00,0.4176,Residential,Single Family,,,,POINT (-73.064114979 41.303258017),,,,,
